#Feeder,Feeder ID,Type,Nozzle,X,Y,Angle,Footprint,Value,Pick height,Pick delay,Placement height,Placement delay,Vacuum detection,Vacuum value,Vision alignment,Speed,
stack,12,0,1,411.06,303.85,90.00,0805,0805/10uF,1.50,100,1.50,100,No,-40,1,70,4,50,80,No,No,
stack,13,0,1,411.49,325.33,90.00,0805,0805/LED_RED,1.50,100,1.00,100,No,-40,1,70,4,50,80,No,No,
stack,3,0,1,411.41,119.10,90.00,0805,0805/1k,1.50,100,1.00,100,No,-40,1,70,4,50,80,No,No,
pcb,Manual,Lock,100,100,350,150,Front,10,10,0,
mark,Whole,Auto,139.2,25.23,101.2,60.03,91.2,48.83,139.2,60.23,
markext,0,0.8,3,1,0,
markext,1,0.8,3,1,0,
markext,2,0.8,3,1,0,
markext,3,0.8,3,1,0,
test,No
mirror_create,1,1,79.0,24.43,0,0,0,0,0.0
mirror,80.6,50.03,0.0,No,
#Chip,Feeder ID,Nozzle,Name,Value,Footprint,X,Y,Rotation,Skip
comp,13,2,D94,LED_RED,0805,124.1,34.49,-90.0,No,
comp,13,1,D95,LED_RED,0805,124.1,30.49,-90.0,No,
comp,13,2,D96,LED_RED,0805,121.9,26.43,-90.0,No,
comp,13,1,D97,LED_RED,0805,130.8,58.43,90.0,No,
comp,13,2,D98,LED_RED,0805,130.8,54.23,90.0,No,
comp,13,1,D99,LED_RED,0805,126.3,46.2,90.0,No,
comp,13,2,D100,LED_RED,0805,126.3,42.47,90.0,No,
comp,13,1,D101,LED_RED,0805,126.35,38.47,90.0,No,
comp,13,2,D102,LED_RED,0805,126.35,34.52,90.0,No,
comp,13,1,D103,LED_RED,0805,126.35,30.53,90.0,No,
comp,13,2,D104,LED_RED,0805,128.5,26.49,90.0,No,
comp,13,1,D105,LED_RED,0805,133.0,58.35,-90.0,No,
comp,13,2,D106,LED_RED,0805,133.0,54.23,-90.0,No,
comp,13,1,D107,LED_RED,0805,128.5,46.23,-90.0,No,
comp,13,2,D108,LED_RED,0805,128.5,42.39,-90.0,No,
comp,13,1,D109,LED_RED,0805,128.55,38.44,-90.0,No,
comp,13,2,D110,LED_RED,0805,128.55,34.49,-90.0,No,
comp,13,1,D111,LED_RED,0805,128.55,30.48,-90.0,No,
comp,13,2,D112,LED_RED,0805,126.3,26.49,-90.0,No,
comp,13,1,D113,LED_RED,0805,135.2,58.33,90.0,No,
comp,13,2,D114,LED_RED,0805,130.8,50.47,90.0,No,
